ID,SourceText,Russian,English,Notes,Reasons,Packages,AllIDs,Locations
990002310,Ночной прицел НСПУ (3.5х),"Ночной прицел НСПУ (3,5×)",NSPU Night Sight (3.5x),manual-reviewed-google,google-draft,jazz,990002310 | 990002311 | 240766540064,jazz:InventoryItem/JAZZ_NightScope_NSPU.lua:9 | jazz:items.lua:54706 | jazz:InventoryItem/JAZZ_NightScope_NSPU.lua:10 | jazz:items.lua:54707 | jazz:items.lua:44817
990002319,Коллиматор Закрытый,Закрытый коллиматорный прицел,Closed Reflex Sight,manual-reviewed-google,google-draft,jazz,990002319 | 990002320 | 647575301119,jazz:InventoryItem/JAZZ_Reflex_Closed.lua:9 | jazz:items.lua:54763 | jazz:InventoryItem/JAZZ_Reflex_Closed.lua:10 | jazz:items.lua:54764 | jazz:items.lua:40473
990002322,Коллиматор Кобра,Коллиматорный прицел «Кобра»,Kobra Reflex Sight,manual-reviewed-google,google-draft,jazz,990002322 | 990002323 | 419665110457,jazz:InventoryItem/JAZZ_Reflex_Cobra.lua:9 | jazz:items.lua:54782 | jazz:InventoryItem/JAZZ_Reflex_Cobra.lua:10 | jazz:items.lua:54783 | jazz:items.lua:40088
990002331,Коллиматор Aimpoint M68,Коллиматорный прицел Aimpoint M68,Aimpoint M68 Reflex Sight,manual-reviewed-google,google-draft,jazz,990002331 | 990002332 | 293376782893,jazz:InventoryItem/JAZZ_Reflex_M68.lua:9 | jazz:items.lua:54839 | jazz:InventoryItem/JAZZ_Reflex_M68.lua:10 | jazz:items.lua:54840 | jazz:items.lua:40889
990002346,Оптический Прицел Redfield (3-9x),Оптический прицел Redfield (3–9×),Redfield Scope (3–9x),manual-reviewed-google,google-draft,jazz,990002346 | 990002347 | 453378188799,jazz:InventoryItem/JAZZ_Scope_3x_9x.lua:9 | jazz:items.lua:54934 | jazz:InventoryItem/JAZZ_Scope_3x_9x.lua:10 | jazz:items.lua:54935 | jazz:items.lua:43916
990002352,Оптический Прицел 8x,Оптический прицел (8×),8x Scope,manual-reviewed-google,google-draft,jazz,990002352 | 990002353 | 362839937832,jazz:InventoryItem/JAZZ_Scope_8x_SCROME.lua:9 | jazz:items.lua:54972 | jazz:InventoryItem/JAZZ_Scope_8x_SCROME.lua:10 | jazz:items.lua:54973 | jazz:items.lua:43473
990002364,Оптический Прицел ПСО (4x),Оптический прицел ПСО (4×),PSO Scope (4x),manual-reviewed-google,google-draft,jazz,990002364 | 990002365 | 265393728199,jazz:InventoryItem/JAZZ_Scope_PSO.lua:9 | jazz:items.lua:55048 | jazz:InventoryItem/JAZZ_Scope_PSO.lua:10 | jazz:items.lua:55049 | jazz:items.lua:42915
990002367,Оптический Прицел ПУ (3.5x),"Оптический прицел ПУ (3,5×)",PU Scope (3.5x),manual-reviewed-google,google-draft,jazz,990002367 | 990002368 | 237637252887,jazz:InventoryItem/JAZZ_Scope_PU.lua:9 | jazz:items.lua:55067 | jazz:InventoryItem/JAZZ_Scope_PU.lua:10 | jazz:items.lua:55068 | jazz:items.lua:44240
990002373,Оптический Прицел (2.75x),"Оптический прицел (2,75×)",2.75x Scope,manual-reviewed-google,google-draft,jazz,990002373 | 990002374 | 912711132128,jazz:InventoryItem/JAZZ_Scope_Springfield.lua:9 | jazz:items.lua:55105 | jazz:InventoryItem/JAZZ_Scope_Springfield.lua:10 | jazz:items.lua:55106 | jazz:items.lua:44158
100815129525,Мотоциклетная защита,Мотоциклетная защита,Motorcycle Armor,manual-reviewed-google,google-draft,jazz,100815129525 | 795145634495,jazz:InventoryItem/JazzArmor_MotoKneePads.lua:13 | jazz:items.lua:61155 | jazz:InventoryItem/JazzArmor_MotoKneePads.lua:12 | jazz:items.lua:61154
102100347129,Имущество отряда,Имущество отряда,Squad Supplies,manual-reviewed-google,google-draft,jazz,102100347129 | 379027931612 | 412195913541 | 514182313918 | 781210276275,jazz:items.lua:96359 | jazz:items.lua:90109 | jazz:items.lua:87206 | jazz:items.lua:93078 | jazz:items.lua:102439
109216922119,"Хозяйственный инструмент для прокладывания дороги через джунги, рубки тростника или бананов. Или людей.","Хозяйственный инструмент для прокладки дороги через джунгли, рубки тростника или бананов. Или людей.",A utility blade for clearing jungle paths and cutting cane or bananas. Or people.,manual-reviewed-google,google-draft,jazz,109216922119 | 530829517031 | 559511805609 | 918310176002,jazz:InventoryItem/Bayonet.lua:13 | jazz:items.lua:56225 | jazz:InventoryItem/Machete.lua:13 | jazz:items.lua:56193 | jazz:InventoryItem/Machete_Sharpened.lua:14 | jazz:items.lua:56293 | jazz:InventoryItem/Machete_Balanced.lua:14 | jazz:items.lua:56257
109657201401,"СВД в компоновке буллпап. Из-за чего, а также из-за укороченного ствола, короче старшей сестры на 25 см, что повышает ее эффективность в маневренном городском бою. Однако, из-за компоновки буллпап спуск на длинной тяге вынесен вперед, что для снайперской винтовки неблагоприятно. Стрелок не чувствует момент ""срыва курка"".","Буллпап-версия СВД с укороченным стволом. Она на 25 см короче старшей сестры и удобнее в манёвренном городском бою. Но длинная тяга спуска, неизбежная при такой компоновке, мешает снайперу чувствовать момент срыва курка.",A bullpup SVD with a shortened barrel. It is 25 cm shorter than its older sister and handier in close urban fighting. The tradeoff is a long trigger linkage that makes the break harder for a sniper to feel.,manual-reviewed-google,google-draft,jazz,109657201401,jazz:InventoryItem/SVU.lua:15 | jazz:items.lua:27306
109738952074,АН-94,АН-94,AN-94,manual-reviewed-google,google-draft,jazz,109738952074 | 984198719423,jazz:InventoryItem/AN94.lua:14 | jazz:items.lua:24828 | jazz:InventoryItem/AN94.lua:13 | jazz:items.lua:24827
110534409348,"7,62х39мм, FMJ","7,62×39 мм, FMJ","7.62x39 mm, FMJ",manual-reviewed-google,google-draft,jazz,110534409348 | 312235744948,jazz:InventoryItem/_762WP_HP.lua:11 | jazz:items.lua:9388 | jazz:InventoryItem/_762WP_HP.lua:10 | jazz:items.lua:9387
111329132858,"Максимально компактный и скорострельный израильский пистолет-пулемет. На тот случай, если вы должны кому-то денег и ""гости"" приехали на лифте. Не сметь работать в шабат!","Предельно компактный и скорострельный израильский пистолет-пулемёт. На случай, если вы кому-то задолжали и «гости» уже поднимаются на лифте. И не вздумайте работать в шабат!","An extremely compact, fast-firing Israeli submachine gun. Just the thing when you owe someone money and the “guests” are already in the elevator. And don't even think about working on Shabbat!",manual-reviewed-google,google-draft,jazz,111329132858,jazz:InventoryItem/MicroUZI.lua:15 | jazz:items.lua:18635
117421137389,Обеспечивает защиту по 3 классу. Вставляется в бронежилеты.,Обеспечивает защиту 3-го класса. Устанавливается в бронежилет.,Provides Class 3 protection. Fits into body armor.,manual-reviewed-google,google-draft,jazz,117421137389 | 461117462973 | 980856513256,jazz:InventoryItem/JazzArmorPlates_Titan3.lua:16 | jazz:items.lua:61903 | jazz:InventoryItem/JazzArmorPlates_Ceramics3.lua:16 | jazz:items.lua:61826 | jazz:InventoryItem/JazzArmorPlates_Steel3.lua:16 | jazz:items.lua:61749
119076303373,Самодельный плотный кожаный нагрудник.,Самодельный нагрудник из толстой кожи.,A homemade breastplate of thick leather.,manual-reviewed-google,google-draft,jazz,119076303373,jazz:InventoryItem/JazzArmor_LeatherArmor.lua:14 | jazz:items.lua:60180
119451755365,СПЕКТРА из композитума,СПЕКТРА с композитумом,SPECTRA with Compositum,manual-reviewed-google,google-draft,jazz,119451755365 | 858847580413,jazz:InventoryItem/JazzArmor_SpectraCompositum.lua:12 | jazz:items.lua:61104 | jazz:InventoryItem/JazzArmor_SpectraCompositum.lua:13 | jazz:items.lua:61105
125878422803,Стальная бронеплита 3 класса защиты,Стальная бронеплита 3-го класса защиты,Class 3 Steel Armor Plate,manual-reviewed-google,google-draft,jazz,125878422803 | 237424838471,jazz:InventoryItem/JazzArmorPlates_Steel3.lua:14 | jazz:items.lua:61747 | jazz:InventoryItem/JazzArmorPlates_Steel3.lua:13 | jazz:items.lua:61746
125920377910,Прицел: доп. уровень зума: <SmallMagnification>.<SmallSubMagnification> кратности  (от <SmallAimLevel> уровня прицеливания и выше),Прицел: дополнительное увеличение ×<SmallMagnification>.<SmallSubMagnification> (с <SmallAimLevel>-го уровня прицеливания),Scope: adds <SmallMagnification>.<SmallSubMagnification>x zoom from aim level <SmallAimLevel> onward,manual-reviewed-google,google-draft,jazz,125920377910,jazz:items.lua:32944
127699575645,Камуфляжная балаклава,Камуфляжная балаклава,Camouflage balaclava,manual-reviewed-google,google-draft,jazz,127699575645,jazz:InventoryItem/JazzArmor_CamoBalaclava.lua:11 | jazz:items.lua:59176
127967662143,Стальная бронеплита 4 класса защиты,Стальная бронеплита 4-го класса защиты,Class 4 Steel Armor Plate,manual-reviewed-google,google-draft,jazz,127967662143 | 135725488589,jazz:InventoryItem/JazzArmorPlates_Steel4.lua:14 | jazz:items.lua:61772 | jazz:InventoryItem/JazzArmorPlates_Steel4.lua:13 | jazz:items.lua:61771
128465089412,Короткоствольный автомат SIG 552 в конфигурации SWAT. Контр-террористы победили.,Короткоствольный SIG 552 в конфигурации SWAT. Контртеррористы победили.,A short-barreled SIG 552 in a SWAT configuration. Counter-terrorists win.,manual-reviewed-google,google-draft,jazz,128465089412,jazz:InventoryItem/Sig552SWAT.lua:15 | jazz:items.lua:22862
128585897488,Убийственная шутка,Убийственная шутка,Killing Joke,manual-reviewed-google,google-draft,jazz,128585897488 | 497050188756,jazz:items.lua:67711 | jazz:items.lua:67712
134836596865,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 частиц. Вызывают <color EmStyle>кровотечение</color>,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 дробин. Вызывают <color EmStyle>кровотечение</color>,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> 20 pellets. Causes <color EmStyle>bleeding</color>,manual-reviewed-google,google-draft,jazz,134836596865,jazz:InventoryItem/_12gauge_Buckshot.lua:14 | jazz:items.lua:9766
137299864819,Аграм 2000,Аграм 2000,Agram 2000,manual-reviewed-google,google-draft,jazz,137299864819,jazz:InventoryItem/Agram2000.lua:13 | jazz:items.lua:20523
137876769017,"Последняя на данный момент попытка сделать-таки из ""свина"" нормальный единый пулемет. Но нет, М60 все так же тяжел, капризен, требователен к патронам. Это пулемет-то, требователен к патронам...","Последняя на сегодня попытка сделать из «свиньи» нормальный единый пулемёт. Но нет: M60 всё так же тяжёл, капризен и привередлив к патронам. Пулемёт — и привередлив к патронам...","The latest attempt to turn the “Pig” into a proper general-purpose machine gun. No luck: the M60 is still heavy, temperamental, and picky about ammunition. A machine gun, picky about ammunition...",manual-reviewed-google,google-draft,jazz,137876769017,jazz:InventoryItem/M60E4.lua:15 | jazz:items.lua:29346
138620573973,Шлемы Алтын,Шлемы «Алтын»,Altyn Helmets,manual-reviewed-google,google-draft,jazz,138620573973,jazz:InventoryItem/JazzArmor_AltynHelm.lua:13 | jazz:items.lua:59784
138858109974,Включить фонарик,Включить фонарик,Turn Flashlight On,manual-reviewed-google,google-draft,jazz,138858109974 | 558326492099,jazz:items.lua:64204 | jazz:items.lua:64206
140035693819,Самодельная бригантина из кольчуги и обрезков шин,Самодельная бригантина из кольчуги и обрезков шин,Homemade brigandine made from chain mail and tire scraps,manual-reviewed-google,google-draft,jazz,140035693819,jazz:InventoryItem/JazzArmor_TireBrigantine.lua:14 | jazz:items.lua:60369
150785286851,Шлем Гвардиан,Шлем «Гвардиан»,Guardian Helmet,manual-reviewed-google,google-draft,jazz,150785286851,jazz:InventoryItem/JazzArmor_GuardianHelm.lua:12 | jazz:items.lua:59843
153423704820,Шлем Алтын,Шлем «Алтын»,Altyn Helmet,manual-reviewed-google,google-draft,jazz,153423704820,jazz:InventoryItem/JazzArmor_AltynHelm.lua:12 | jazz:items.lua:59783
155135485934,"7.62х51мм НАТО, M80","7,62×51 мм НАТО, M80","7.62x51 mm NATO, M80",manual-reviewed-google,google-draft,jazz,155135485934 | 208175619329 | 688496678363 | 723121121036,jazz:InventoryItem/JAZZ_AMMO_762x51_Army.lua:9 | jazz:items.lua:7547 | jazz:InventoryItem/_762NATO_Basic.lua:10 | jazz:items.lua:9636 | jazz:InventoryItem/JAZZ_AMMO_762x51_Army.lua:10 | jazz:items.lua:7548 | jazz:InventoryItem/_762NATO_Basic.lua:11 | jazz:items.lua:9637
157788838717,"5,45 мм, БП Бронебойный","5,45 мм, БП (бронебойный)","5.45 mm, BP (Armor-Piercing)",manual-reviewed-google,google-draft,jazz,157788838717 | 972063049608,jazz:InventoryItem/JAZZ_AMMO_545_AP.lua:9 | jazz:items.lua:6605 | jazz:InventoryItem/JAZZ_AMMO_545_AP.lua:10 | jazz:items.lua:6606
158002281979,Рамочный приклад (Разложенный),Рамочный приклад (разложен),Wire Stock (Extended),manual-reviewed-google,google-draft,jazz,158002281979,jazz:items.lua:36266
158230824132,9mmSubsonicОТКЛЮЧЕНО,9mm Subsonic — ОТКЛЮЧЕНО,9mm Subsonic — DISABLED,manual-reviewed-google,google-draft,jazz,158230824132 | 307842862228,jazz:InventoryItem/_9mm_Subsonic.lua:10 | jazz:items.lua:9013 | jazz:InventoryItem/_9mm_Subsonic.lua:11 | jazz:items.lua:9014
163673514518,Целик,Целик,Rear sight,manual-reviewed-google,google-draft,jazz,163673514518,jazz:items.lua:56171
165053569449,Обеспечивает защиту по 5 классу. Вставляется в бронежилеты.,Обеспечивает защиту 5-го класса. Устанавливается в бронежилет.,Provides Class 5 protection. Fits into body armor.,manual-reviewed-google,google-draft,jazz,165053569449 | 626593971199 | 681468324000,jazz:InventoryItem/JazzArmorPlates_Titan5.lua:16 | jazz:items.lua:61955 | jazz:InventoryItem/JazzArmorPlates_Ceramics5.lua:16 | jazz:items.lua:61877 | jazz:InventoryItem/JazzArmorPlates_Steel5.lua:16 | jazz:items.lua:61800
166761503495,Кевларовые наколенники,Кевларовые наколенники,Kevlar knee pads,manual-reviewed-google,google-draft,jazz,166761503495 | 389340654808 | 912996860706,jazz:InventoryItem/JazzArmor_SwatPads.lua:15 | jazz:items.lua:61211 | jazz:InventoryItem/JazzArmor_SwatPads.lua:12 | jazz:items.lua:61208 | jazz:InventoryItem/JazzArmor_SwatPads.lua:13 | jazz:items.lua:61209
168857410077,"Самодельная кираса, сваренная из листов железа и обшитая кожей","Самодельная кираса, сваренная из листового железа и обшитая кожей.",A homemade cuirass welded from sheet metal and covered in leather.,manual-reviewed-google,google-draft,jazz,168857410077,jazz:InventoryItem/JazzArmor_ImprovisedCuirass.lua:14 | jazz:items.lua:60316
169754239254,Бронебойный армейский патрон М61 калибра 7.62х51мм НАТО,"Армейский бронебойный патрон M61 калибра 7,62×51 мм НАТО.",M61 armor-piercing military round in 7.62x51 mm NATO.,manual-reviewed-google,google-draft,jazz,169754239254,jazz:InventoryItem/_762NATO_AP.lua:13 | jazz:items.lua:9665
171112161836,"Американская стальная каска периода Второй Мировой войны и войны во Вьетнаме в чехле камуфляжной расцветки. Об американцах можно всякое говорить, но своих солдат они старались защищать как надо.","Американская стальная каска времён Второй мировой и войны во Вьетнаме, в камуфляжном чехле. Об американцах можно говорить всякое, но своих солдат они старались защищать как следует.","An American steel helmet from World War II and Vietnam, fitted with a camouflage cover. Say what you will about the Americans, but they did try to protect their soldiers properly.",manual-reviewed-google,google-draft,jazz,171112161836,jazz:InventoryItem/JazzArmor_M1Helm.lua:14 | jazz:items.lua:59419
172826329217,Граната M24,Граната M24,M24 Grenade,manual-reviewed-google,google-draft,jazz,172826329217,jazz:InventoryItem/FragGrenade.lua:12 | jazz:items.lua:30704
172943455971,Баллистические очки,Баллистические очки,Ballistic glasses,manual-reviewed-google,google-draft,jazz,172943455971 | 818181029760,jazz:InventoryItem/JazzArmor_ESS.lua:12 | jazz:items.lua:59254 | jazz:InventoryItem/JazzArmor_ESS.lua:11 | jazz:items.lua:59253
182462259918,Кожаные куртки,Кожаные куртки,Leather jackets,manual-reviewed-google,google-draft,jazz,182462259918 | 736065192992,jazz:InventoryItem/JazzArmor_LeatherJacketBrn.lua:13 | jazz:items.lua:60046 | jazz:InventoryItem/JazzArmor_LeatherJacketBlk.lua:13 | jazz:items.lua:60072
188362278685,Камуфляжная кепка,Камуфляжная кепка,Camouflage cap,manual-reviewed-google,google-draft,jazz,188362278685,jazz:InventoryItem/JazzArmor_UniformCap.lua:15 | jazz:items.lua:59342
192038051150,<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Уменьшение урона (улучшено обивкой),<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Уменьшение урона (улучшено обивкой),<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Damage reduction (improved by padding),manual-reviewed-google,google-draft,jazz,192038051150 | 450301877671 | 497570218481 | 507191349868 | 547092855750 | 933954691097 | 980764623412 | 985499968545,jazz:InventoryItem/FlakVest_WeavePadding.lua:15 | jazz:items.lua:57701 | jazz:InventoryItem/FlakArmor_WeavePadding.lua:14 | jazz:items.lua:57563 | jazz:InventoryItem/KevlarVest_WeavePadding.lua:14 | jazz:items.lua:58372 | jazz:InventoryItem/KevlarHelmet_WeavePadding.lua:14 | jazz:items.lua:58225 | jazz:InventoryItem/KevlarLeggings_WeavePadding.lua:14 | jazz:items.lua:58288 | jazz:InventoryItem/FlakLeggings_WeavePadding.lua:15 | jazz:items.lua:57622 | jazz:InventoryItem/KevlarChestplate_WeavePadding.lua:14 | jazz:items.lua:58163 | jazz:InventoryItem/LightHelmet_WeavePadding.lua:14 | jazz:items.lua:57757
194372616955,"7,62х39мм, УС","7,62×39 мм, УС","7.62x39 mm, US (Subsonic)",manual-reviewed-google,google-draft,jazz,194372616955 | 343683428790 | 586453294366 | 705582625224,jazz:InventoryItem/_762WP_Subsonic.lua:12 | jazz:items.lua:9459 | jazz:InventoryItem/JAZZ_AMMO_762x39_US.lua:10 | jazz:items.lua:6916 | jazz:InventoryItem/JAZZ_AMMO_762x39_US.lua:11 | jazz:items.lua:6917 | jazz:InventoryItem/_762WP_Subsonic.lua:11 | jazz:items.lua:9458
197372367064,"Бронежилет СВМПЭ, Тяжелый",Тяжёлый бронежилет из СВМПЭ,Heavy UHMWPE Body Armor,manual-reviewed-google,google-draft,jazz,197372367064,jazz:InventoryItem/JazzArmor_UHMWPEFull.lua:12 | jazz:items.lua:61015
199796874027,Стандартный армейский патрон М80 калибра 7.62х51мм НАТО,"Стандартный армейский патрон M80 калибра 7,62×51 мм НАТО.",Standard M80 military round in 7.62x51 mm NATO.,manual-reviewed-google,google-draft,jazz,199796874027,jazz:InventoryItem/_762NATO_Basic.lua:13 | jazz:items.lua:9639
202717539367,"MP-446 ""Викинг""","MP-446 ""Викинг""","MP-446 ""Viking""",manual-reviewed-google,google-draft,jazz,202717539367 | 310685586669,jazz:InventoryItem/MP446VIKING.lua:13 | jazz:items.lua:17589 | jazz:InventoryItem/MP446VIKING.lua:12 | jazz:items.lua:17588
203032964857,Матчевый патрон калибра 9х19мм,Матчевый патрон калибра 9×19 мм,9x19 mm Match Round,manual-reviewed-google,google-draft,jazz,203032964857,jazz:InventoryItem/_9mm_Match.lua:12 | jazz:items.lua:8926
206632323405,Специальный боеприпас калибра 5.56x45мм. Разработан для сил специального назначения,"Специальный боеприпас калибра 5,56×45 мм, разработанный для сил специального назначения.",Special-purpose 5.56x45 mm ammunition developed for special operations forces.,manual-reviewed-google,google-draft,jazz,206632323405,jazz:InventoryItem/_556_HP.lua:13 | jazz:items.lua:9231
210740079061,Сварочная маска,Сварочная маска,Welding mask,manual-reviewed-google,google-draft,jazz,210740079061 | 370026149313,jazz:InventoryItem/JazzArmor_WieldingHelm.lua:13 | jazz:items.lua:59520 | jazz:InventoryItem/JazzArmor_WieldingHelm.lua:12 | jazz:items.lua:59519
211226270708,Страйкеры,Страйкеры,Strikers,manual-reviewed-google,google-draft,jazz,211226270708,jazz:InventoryItem/Striker.lua:14 | jazz:items.lua:29987
211344759878,Граната Mk2,Граната Mk 2,Mk 2 Grenade,manual-reviewed-google,google-draft,jazz,211344759878,jazz:InventoryItem/HE_Grenade.lua:12 | jazz:items.lua:30749
212155852337,"Противоосколочный бронежилет корпуса морской пехоты США времен войны во Вьетнаме. Будучи собран по принципу пластинчатого доспеха, где роль пластины исполняли фиберглассовые плиты, уложенные внахлест, во многом задал дальнейшее направление развития индивидуальных бронежилетов и экипировки солдата в целом.",Противоосколочный жилет Корпуса морской пехоты США времён войны во Вьетнаме. Он устроен наподобие пластинчатого доспеха: пластины из стеклопластика уложены внахлёст. Эта конструкция во многом задала направление дальнейшего развития индивидуальной бронезащиты и солдатской экипировки.,"A U.S. Marine Corps fragmentation vest from the Vietnam War. Its overlapping fiberglass inserts work much like plate armor, and the design helped shape later body armor and infantry equipment.",manual-reviewed-google,google-draft,jazz,212155852337,jazz:InventoryItem/JazzArmor_FlakM1955.lua:14 | jazz:items.lua:60263
212926171807,"Если члены вашего отряда не видят куда стрелять, то данные трассирующие боеприпасы именно то что вам нужно, бонусом можете провернуть во враге горящую пулю.","Если бойцы не видят, куда стрелять, эти трассеры укажут цель. А горящая пуля во враге — приятный бонус.","When your squad cannot see where to shoot, these tracers point the way. A burning bullet in the target is a welcome bonus.",manual-reviewed-google,google-draft,jazz,212926171807,jazz:InventoryItem/JAZZ_AMMO_545_Tracer.lua:12 | jazz:items.lua:6665
