sep=,
ID,Text,Translation,VoiceActor,Context
990002121,Штурмовой прицел (3x),Assault Scope (3x),,jazz:InventoryItem/JAZZ_CombatScope_3x.lua:9 | jazz:items.lua:53509
990002122,Штурмовой прицел (3x),Assault Scope (3x),,jazz:InventoryItem/JAZZ_CombatScope_3x.lua:10 | jazz:items.lua:53510
990002123,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002124,Штурмовой прицел ACOG (4x),ACOG Combat Scope (4x),,jazz:InventoryItem/JAZZ_CombatScope_ACOG.lua:9 | jazz:items.lua:53528
990002125,Штурмовой прицел ACOG (4x),ACOG Combat Scope (4x),,jazz:InventoryItem/JAZZ_CombatScope_ACOG.lua:10 | jazz:items.lua:53529
990002126,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002127,Штурмовой прицел Fero Z24 (4х),Fero Z24 Assault Scope (4x),,jazz:InventoryItem/JAZZ_CombatScope_FeroZ24.lua:9 | jazz:items.lua:53547
990002128,Штурмовой прицел Fero Z24 (4х),Fero Z24 Assault Scope (4x),,jazz:InventoryItem/JAZZ_CombatScope_FeroZ24.lua:10 | jazz:items.lua:53548
990002129,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002130,Compensator,Compensator,,jazz:InventoryItem/JAZZ_Compensator.lua:9 | jazz:items.lua:53566
990002131,Compensator,Compensator,,jazz:InventoryItem/JAZZ_Compensator.lua:10 | jazz:items.lua:53567
990002132,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002133,Duckbill Choke,Duckbill Choke,,jazz:InventoryItem/JAZZ_DuckbillChoke.lua:9 | jazz:items.lua:53585
990002134,Duckbill Choke,Duckbill Choke,,jazz:InventoryItem/JAZZ_DuckbillChoke.lua:10 | jazz:items.lua:53586
990002135,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002136,Пламегаситель,Flash Hider,,jazz:InventoryItem/JAZZ_FlashHider.lua:9 | jazz:items.lua:53604
990002137,Пламегаситель,Flash Hider,,jazz:InventoryItem/JAZZ_FlashHider.lua:10 | jazz:items.lua:53605
990002138,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002139,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight.lua:9 | jazz:items.lua:53623
990002140,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight.lua:10 | jazz:items.lua:53624
990002141,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002142,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot.lua:9 | jazz:items.lua:53642
990002143,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot.lua:10 | jazz:items.lua:53643
990002144,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002145,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_Anaconda.lua:9 | jazz:items.lua:53661
990002146,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_Anaconda.lua:10 | jazz:items.lua:53662
990002147,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002148,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_PSG_M1.lua:9 | jazz:items.lua:53680
990002149,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_PSG_M1.lua:10 | jazz:items.lua:53681
990002150,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002151,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_aa12.lua:9 | jazz:items.lua:53699
990002152,Tactical Device,Tactical Device,,jazz:InventoryItem/JAZZ_FlashlightDot_aa12.lua:10 | jazz:items.lua:53700
990002153,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002154,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight_PSG_M1.lua:9 | jazz:items.lua:53718
990002155,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight_PSG_M1.lua:10 | jazz:items.lua:53719
990002156,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002157,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight_aa12.lua:9 | jazz:items.lua:53737
990002158,Flashlight,Flashlight,,jazz:InventoryItem/JAZZ_Flashlight_aa12.lua:10 | jazz:items.lua:53738
990002159,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002160,Full Choke,Full Choke,,jazz:InventoryItem/JAZZ_FullChoke.lua:9 | jazz:items.lua:53756
990002161,Full Choke,Full Choke,,jazz:InventoryItem/JAZZ_FullChoke.lua:10 | jazz:items.lua:53757
990002162,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002163,Прицел G36 3x,G36 Scope (3x),,jazz:InventoryItem/JAZZ_G36Scope.lua:9 | jazz:items.lua:53775
990002164,Прицел G36 3x,G36 Scope (3x),,jazz:InventoryItem/JAZZ_G36Scope.lua:10 | jazz:items.lua:53776
990002165,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002166,Прицел G36 1.5x,G36 Scope (1.5x),,jazz:InventoryItem/JAZZ_G36Sight.lua:9 | jazz:items.lua:53794
990002167,Прицел G36 1.5x,G36 Scope (1.5x),,jazz:InventoryItem/JAZZ_G36Sight.lua:10 | jazz:items.lua:53795
990002168,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002169,ГП-25,GP-25,,jazz:InventoryItem/JAZZ_GP25.lua:9 | jazz:items.lua:53813
990002170,ГП-25,GP-25,,jazz:InventoryItem/JAZZ_GP25.lua:10 | jazz:items.lua:53814
990002171,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002172,Default Muzzle Brake,Default Muzzle Brake,,jazz:InventoryItem/JAZZ_Galil_Brake_Default.lua:9 | jazz:items.lua:53832
990002173,Default Muzzle Brake,Default Muzzle Brake,,jazz:InventoryItem/JAZZ_Galil_Brake_Default.lua:10 | jazz:items.lua:53833
990002174,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002175,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher.lua:9 | jazz:items.lua:53851
990002176,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher.lua:10 | jazz:items.lua:53852
990002177,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002178,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_AUG.lua:9 | jazz:items.lua:53870
990002179,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_AUG.lua:10 | jazz:items.lua:53871
990002180,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002181,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:9 | jazz:items.lua:53889
990002182,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_Commando.lua:10 | jazz:items.lua:53890
990002183,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002184,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:9 | jazz:items.lua:53908
990002185,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_Galil.lua:10 | jazz:items.lua:53909
990002186,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002187,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:9 | jazz:items.lua:53927
990002188,Grenade Launcher,Grenade Launcher,,jazz:InventoryItem/JAZZ_GrenadeLauncher_M14.lua:10 | jazz:items.lua:53928
990002189,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002190,Обмотка на цевье,Handguard Wrap,,jazz:InventoryItem/JAZZ_HandlingWrap.lua:9 | jazz:items.lua:53946
990002191,Обмотка на цевье,Handguard Wrap,,jazz:InventoryItem/JAZZ_HandlingWrap.lua:10 | jazz:items.lua:53947
990002192,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002193,Масляной фильтр,Oil filter,,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:9 | jazz:items.lua:53965
990002194,Масляной фильтр,Oil filter,,jazz:InventoryItem/JAZZ_ImprovisedSuppressor.lua:10 | jazz:items.lua:53966
990002195,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002196,Лазерный целеуказатель,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot.lua:9 | jazz:items.lua:53984
990002197,Лазерный целеуказатель,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot.lua:10 | jazz:items.lua:53985
990002198,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002199,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:9 | jazz:items.lua:54003
990002200,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_Anaconda.lua:10 | jazz:items.lua:54004
990002201,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002202,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:9 | jazz:items.lua:54022
990002203,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_PSG_M1.lua:10 | jazz:items.lua:54023
990002204,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002205,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:9 | jazz:items.lua:54041
990002206,Red Dot,Red Dot,,jazz:InventoryItem/JAZZ_LaserDot_aa12.lua:10 | jazz:items.lua:54042
990002207,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002208,Наствольная граната для М70,M70 Rifle Grenade,,jazz:InventoryItem/JAZZ_M70_Grenade.lua:9 | jazz:items.lua:54060
990002209,Наствольная граната для М70,M70 Rifle Grenade,,jazz:InventoryItem/JAZZ_M70_Grenade.lua:10 | jazz:items.lua:54061
990002210,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002211,Увеличенный короб,Extended Ammo Box,,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:9 | jazz:items.lua:54079
990002212,Увеличенный короб,Extended Ammo Box,,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:10 | jazz:items.lua:54080
990002213,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002214,Короб,Ammo Box,,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:9 | jazz:items.lua:54098
990002215,Короб,Ammo Box,,jazz:InventoryItem/JAZZ_MagBelt_40_100.lua:10 | jazz:items.lua:54099
990002216,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002217,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:9 | jazz:items.lua:54117
990002218,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:10 | jazz:items.lua:54118
990002219,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002220,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_100_cumbersome.lua:9 | jazz:items.lua:54136
990002221,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_100_cumbersome.lua:10 | jazz:items.lua:54137
990002222,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002223,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_50.lua:9 | jazz:items.lua:54155
990002224,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_50.lua:10 | jazz:items.lua:54156
990002225,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002226,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_75.lua:9 | jazz:items.lua:54174
990002227,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_30_75.lua:10 | jazz:items.lua:54175
990002228,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002229,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_35_71.lua:10 | jazz:items.lua:54193
990002230,Бубен,Drum Magazine,,jazz:InventoryItem/JAZZ_MagDrum_35_71.lua:11 | jazz:items.lua:54194
990002231,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002232,Ergonomic Expanded Mag,Ergonomic Expanded Mag,,jazz:InventoryItem/JAZZ_MagLargeFine.lua:9 | jazz:items.lua:54212
990002233,Ergonomic Expanded Mag,Ergonomic Expanded Mag,,jazz:InventoryItem/JAZZ_MagLargeFine.lua:10 | jazz:items.lua:54213
990002234,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002235,Магазин на 20 патрон,20-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_10_20.lua:9 | jazz:items.lua:54231
990002236,Магазин на 20 патрон,20-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_10_20.lua:10 | jazz:items.lua:54232
990002237,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002238,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_13.lua:9 | jazz:items.lua:54250
990002239,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_13.lua:10 | jazz:items.lua:54251
990002240,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002241,Магазин на 33 патрона,33-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_17_33.lua:9 | jazz:items.lua:54269
990002242,Магазин на 33 патрона,33-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_17_33.lua:10 | jazz:items.lua:54270
990002243,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002244,Магазин на 20 патрон,20-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_18_20.lua:9 | jazz:items.lua:54288
990002245,Магазин на 20 патрон,20-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_18_20.lua:10 | jazz:items.lua:54289
990002246,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002247,Магазин на 30 патрон,30-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_20_30.lua:9 | jazz:items.lua:54307
990002248,Магазин на 30 патрон,30-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_20_30.lua:10 | jazz:items.lua:54308
990002249,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002250,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_25.lua:9 | jazz:items.lua:54326
990002251,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_25.lua:10 | jazz:items.lua:54327
990002252,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002253,Магазин на 40 патрон,40-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_25_40.lua:9 | jazz:items.lua:54345
990002254,Магазин на 40 патрон,40-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_25_40.lua:10 | jazz:items.lua:54346
990002255,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002256,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_27.lua:9 | jazz:items.lua:54364
990002257,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_27.lua:10 | jazz:items.lua:54365
990002258,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002259,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_28.lua:9 | jazz:items.lua:54383
990002260,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_28.lua:10 | jazz:items.lua:54384
990002261,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002262,Магазин на 40 патрон,40-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_40.lua:9 | jazz:items.lua:54402
990002263,Магазин на 40 патрон,40-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_40.lua:10 | jazz:items.lua:54403
990002264,Семья магазинов: AK (вкл. РПК). Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Magazine family: AK (вкл. Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002265,Магазин на 42 патрона,42-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_42.lua:9 | jazz:items.lua:54421
990002266,Магазин на 42 патрона,42-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_42.lua:10 | jazz:items.lua:54422
990002267,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002268,Магазин на 45 патрон,45-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_45.lua:9 | jazz:items.lua:54440
990002269,Магазин на 45 патрон,45-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_30_45.lua:10 | jazz:items.lua:54441
990002270,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002271,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_50.lua:9 | jazz:items.lua:54459
990002272,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_50.lua:10 | jazz:items.lua:54460
990002273,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002274,Магазин на 10 патрон,10-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_5_10.lua:9 | jazz:items.lua:54478
990002275,Магазин на 10 патрон,10-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_5_10.lua:10 | jazz:items.lua:54479
990002276,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002277,Магазин на 10 патрон,10-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_7_10.lua:9 | jazz:items.lua:54497
990002278,Магазин на 10 патрон,10-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_7_10.lua:10 | jazz:items.lua:54498
990002279,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002280,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_8.lua:9 | jazz:items.lua:54516
990002281,Расширенный магазин,Extended magazine,,jazz:InventoryItem/JAZZ_MagLarge_8.lua:10 | jazz:items.lua:54517
990002282,Съёмный модуль. Перетащите на совместимое оружие или установите в кабинете модификации.,Removable module. Drag onto a compatible firearm or install in the weapon modification screen.,,mag-hint-aligned
990002283,Магазин на 10 патрон,10-Round Magazine,,jazz:InventoryItem/JAZZ_MagLarge_8_10.lua:9 | jazz:items.lua:54535
